seed,target,method,n,best_model_from_discovery,uses_validation_query_labels,uses_any_query_labels_for_selection,accuracy,auc,nll,accuracy_gain_over_fixed_best,episode_bootstrap_gain_ci_low,episode_bootstrap_gain_ci_high,fraction_not_best,selection_counts
0,covid_political,fixed_best,3072,ss_ukr_rus,False,True,0.8955078125,0.9572471336082176,0.3022429576709152,0.0,0.0,0.0,0.0,"{""ss_ukr_rus"": 3072}"
0,covid_political,u1_agreement,3072,ss_ukr_rus,False,True,0.9140625,0.954315185546875,0.2955834967361372,0.0185546875,0.0130208333333333,0.0244140625,0.0432942708333333,"{""ss_covid"": 92, ""ss_covid_political"": 1, ""ss_election2020"": 39, ""ss_twibot20"": 1, ""ss_ukr_rus"": 2939}"
0,covid_political,raw_agreement,3072,ss_ukr_rus,False,True,0.751953125,0.9238722059461806,0.4156106061659125,-0.1435546875,-0.1656901041666666,-0.1217447916666666,0.2307942708333333,"{""ss_covid"": 111, ""ss_covid_political"": 97, ""ss_cp_hk"": 87, ""ss_election2020"": 75, ""ss_facebook_page_reference"": 39, ""ss_midterm"": 136, ""ss_twibot20"": 117, ""ss_ukr_rus"": 2363, ""ss_ukr_rus_suspended"": 47}"
0,covid_political,learned_stage_consensus,3072,ss_ukr_rus,False,True,0.8942057291666666,0.9558438901548032,0.2984767978344929,-0.0013020833333333,-0.0071614583333333,0.0045572916666666,0.1292317708333333,"{""ss_covid"": 237, ""ss_covid_political"": 1, ""ss_election2020"": 154, ""ss_twibot20"": 5, ""ss_ukr_rus"": 2675}"
0,covid_political,support_loo,3072,ss_ukr_rus,False,False,0.8896484375,0.9417131212022568,0.3069797540275008,-0.005859375,-0.0198567708333333,0.0074869791666666,0.6953125,"{""ss_covid"": 312, ""ss_covid_political"": 48, ""ss_election2020"": 1608, ""ss_midterm"": 72, ""ss_twibot20"": 96, ""ss_ukr_rus"": 936}"
0,covid_political,support_loo_u1_agreement,3072,ss_ukr_rus,False,False,0.9163411458333334,0.9432593451605904,0.2912229563839053,0.0208333333333333,0.0100911458333333,0.0315755208333333,0.6901041666666666,"{""ss_covid"": 319, ""ss_covid_political"": 48, ""ss_cp_hk"": 2, ""ss_election2020"": 1575, ""ss_midterm"": 66, ""ss_twibot20"": 109, ""ss_ukr_rus"": 952, ""ss_ukr_rus_suspended"": 1}"
0,covid_political,oracle_expert,3072,ss_ukr_rus,True,True,0.9879557291666666,0.9885598641854744,0.1895237405572587,0.0924479166666666,0.0823567708333333,0.1025390625,0.0924479166666666,"{""ss_covid"": 114, ""ss_covid_political"": 27, ""ss_cp_hk"": 18, ""ss_election2020"": 63, ""ss_facebook_page_reference"": 14, ""ss_midterm"": 8, ""ss_twibot20"": 18, ""ss_ukr_rus"": 2788, ""ss_ukr_rus_suspended"": 22}"
0,election2020,fixed_best,256,ss_twibot20,False,True,0.97265625,0.9837646484375,0.1034485788379235,0.0,0.0,0.0,0.0,"{""ss_twibot20"": 256}"
0,election2020,u1_agreement,256,ss_twibot20,False,True,0.9765625,0.98382568359375,0.1020656758899803,0.00390625,0.0,0.01171875,0.00390625,"{""ss_covid"": 1, ""ss_twibot20"": 255}"
0,election2020,raw_agreement,256,ss_twibot20,False,True,0.94921875,0.982421875,0.1396312561616347,-0.0234375,-0.046875,-0.00390625,0.03125,"{""ss_covid"": 1, ""ss_cp_hk"": 2, ""ss_election2020"": 1, ""ss_facebook_page_reference"": 3, ""ss_twibot20"": 248, ""ss_ukr_rus_suspended"": 1}"
0,election2020,learned_stage_consensus,256,ss_twibot20,False,True,0.9765625,0.98388671875,0.1019809795915104,0.00390625,0.0,0.01171875,0.01953125,"{""ss_covid"": 5, ""ss_twibot20"": 251}"
0,election2020,support_loo,256,ss_twibot20,False,False,0.9765625,0.985595703125,0.10507577897598,0.00390625,0.0,0.01171875,1.0,"{""ss_covid"": 244, ""ss_cp_hk"": 2, ""ss_election2020"": 2, ""ss_midterm"": 6, ""ss_ukr_rus"": 2}"
0,election2020,support_loo_u1_agreement,256,ss_twibot20,False,False,0.9765625,0.985595703125,0.10507577897598,0.00390625,0.0,0.01171875,1.0,"{""ss_covid"": 244, ""ss_cp_hk"": 2, ""ss_election2020"": 2, ""ss_midterm"": 6, ""ss_ukr_rus"": 2}"
0,election2020,oracle_expert,256,ss_twibot20,True,True,0.9921875,0.99127197265625,0.0597921254086417,0.01953125,0.00390625,0.0390625,0.01953125,"{""ss_covid"": 1, ""ss_covid_political"": 1, ""ss_cp_hk"": 2, ""ss_facebook_page_reference"": 1, ""ss_twibot20"": 251}"
0,facebook_page_reference,fixed_best,1024,ss_twibot20,False,True,0.6806640625,0.7541389465332031,0.5785315935338353,0.0,0.0,0.0,0.0,"{""ss_twibot20"": 1024}"
0,facebook_page_reference,u1_agreement,1024,ss_twibot20,False,True,0.71484375,0.7781829833984375,0.5596233865035698,0.0341796875,0.0185546875,0.05078125,0.1259765625,"{""ss_covid"": 20, ""ss_covid_political"": 1, ""ss_midterm"": 6, ""ss_twibot20"": 895, ""ss_ukr_rus"": 102}"
0,facebook_page_reference,raw_agreement,1024,ss_twibot20,False,True,0.833984375,0.8673019409179688,0.4835036843513221,0.1533203125,0.12109375,0.1865234375,0.2900390625,"{""ss_covid"": 47, ""ss_covid_political"": 19, ""ss_cp_hk"": 4, ""ss_election2020"": 6, ""ss_facebook_page_reference"": 19, ""ss_midterm"": 66, ""ss_twibot20"": 727, ""ss_ukr_rus"": 136}"
0,facebook_page_reference,learned_stage_consensus,1024,ss_twibot20,False,True,0.72265625,0.77313232421875,0.564741425211783,0.0419921875,0.025390625,0.0595703125,0.1416015625,"{""ss_covid"": 22, ""ss_covid_political"": 1, ""ss_facebook_page_reference"": 1, ""ss_midterm"": 7, ""ss_twibot20"": 879, ""ss_ukr_rus"": 114}"
0,facebook_page_reference,support_loo,1024,ss_twibot20,False,False,0.6728515625,0.7499351501464844,0.582176561318001,-0.0078125,-0.0439453125,0.0283203125,0.8125,"{""ss_covid"": 96, ""ss_covid_political"": 104, ""ss_cp_hk"": 56, ""ss_election2020"": 120, ""ss_facebook_page_reference"": 80, ""ss_midterm"": 176, ""ss_twibot20"": 192, ""ss_ukr_rus"": 152, ""ss_ukr_rus_suspended"": 48}"
0,facebook_page_reference,support_loo_u1_agreement,1024,ss_twibot20,False,False,0.7255859375,0.7817192077636719,0.559493739253299,0.044921875,0.0146484375,0.07421875,0.802734375,"{""ss_covid"": 106, ""ss_covid_political"": 99, ""ss_cp_hk"": 72, ""ss_election2020"": 99, ""ss_facebook_page_reference"": 77, ""ss_midterm"": 176, ""ss_twibot20"": 202, ""ss_ukr_rus"": 153, ""ss_ukr_rus_suspended"": 40}"
0,facebook_page_reference,oracle_expert,1024,ss_twibot20,True,True,0.9951171875,0.99517822265625,0.3785892728967709,0.314453125,0.2822265625,0.34765625,0.314453125,"{""ss_covid"": 48, ""ss_covid_political"": 18, ""ss_cp_hk"": 3, ""ss_election2020"": 9, ""ss_facebook_page_reference"": 32, ""ss_midterm"": 65, ""ss_twibot20"": 702, ""ss_ukr_rus"": 146, ""ss_ukr_rus_suspended"": 1}"
