,pretrained_model_run,seq,run_id,display_name,state,dataset,task_name,prefix,n_shots,n_way,n_query,zero_shot,test_accuracy,train_accuracy,test_f1,test_roc_auc,graph,eval_only,created_at,train_steps,test_len_cap,steps,tags,run,eval1_task,shot_label,eval1_dataset,trained_on_display_name,month/day,train_tuples,run_list,shots,auc,eval_dataset,eval_task,eval_id,run_idx,train_id,auc_adj,auc_adj_round
0,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid19_twitter+lp(0),7q2xili1,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_lp_0shot_27_04_2026_14_39_12,finished,covid19_twitter,lp,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_lp_0shot,0.0,1.0,12.0,True,0.49683333333333335,,0.5554410248858783,0.49482471152777774,/scratch1/eibl/data/covid19_twitter/graphs/retweet_graph_1p5m_hf03_labeled.pt,True,2026-04-27 21:39:17+00:00,0.0,1000.0,1.0,[],<Run eibl-usc/graph-clip/7q2xili1 (finished)>,lp,0.0,covid19_twitter,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,0,0.49482471152777774,covid19_twitter,lp,covid19_twitter+lp(0),nan|covid19_twitter+lp(0),midterm+nm()>ukr_rus_twitter+nm(),0.5051752884722223,0.51
1,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid19_twitter+lp(3),gik174lx,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_lp_3shot_27_04_2026_14_42_46,finished,covid19_twitter,lp,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_lp_3shot,3.0,1.0,12.0,False,0.5206916666666667,,0.6757358620339728,0.8205475381944445,/scratch1/eibl/data/covid19_twitter/graphs/retweet_graph_1p5m_hf03_labeled.pt,True,2026-04-27 21:42:51+00:00,0.0,1000.0,1.0,[],<Run eibl-usc/graph-clip/gik174lx (finished)>,lp,3.0,covid19_twitter,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,3,0.8205475381944445,covid19_twitter,lp,covid19_twitter+lp(3),nan|covid19_twitter+lp(3),midterm+nm()>ukr_rus_twitter+nm(),0.8205475381944445,0.82
2,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid19_twitter+nm(0),69rlmd93,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_nm_0shot_27_04_2026_14_37_28,finished,covid19_twitter,nm,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_nm_0shot,0.0,3.0,12.0,True,0.3356388888888889,,0.32940813745951325,0.502123699861111,/scratch1/eibl/data/covid19_twitter/graphs/retweet_graph_1p5m_hf03_labeled.pt,True,2026-04-27 21:37:32+00:00,0.0,1000.0,1.0,[],<Run eibl-usc/graph-clip/69rlmd93 (finished)>,nm,0.0,covid19_twitter,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,0,0.502123699861111,covid19_twitter,nm,covid19_twitter+nm(0),nan|covid19_twitter+nm(0),midterm+nm()>ukr_rus_twitter+nm(),0.502123699861111,0.5
3,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid19_twitter+nm(3),kokg5pfa,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_nm_3shot_27_04_2026_14_40_43,finished,covid19_twitter,nm,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_nm_3shot,3.0,3.0,12.0,False,0.9074055555555556,,0.9070169815802676,0.9853261106944444,/scratch1/eibl/data/covid19_twitter/graphs/retweet_graph_1p5m_hf03_labeled.pt,True,2026-04-27 21:40:48+00:00,0.0,1000.0,1.0,[],<Run eibl-usc/graph-clip/kokg5pfa (finished)>,nm,3.0,covid19_twitter,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,3,0.9853261106944444,covid19_twitter,nm,covid19_twitter+nm(3),nan|covid19_twitter+nm(3),midterm+nm()>ukr_rus_twitter+nm(),0.9853261106944444,0.99
4,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid19_twitter+pl(0),dy2o5vdt,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_pl_0shot_27_04_2026_14_39_57,finished,covid19_twitter,pl,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_pl_0shot,0.0,2.0,12.0,True,0.5084166666666666,,0.4741299386678077,0.50262345625,/scratch1/eibl/data/covid19_twitter/graphs/retweet_graph_1p5m_hf03_labeled.pt,True,2026-04-27 21:40:02+00:00,0.0,1000.0,1.0,[],<Run eibl-usc/graph-clip/dy2o5vdt (finished)>,pl,0.0,covid19_twitter,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,0,0.50262345625,covid19_twitter,pl,covid19_twitter+pl(0),nan|covid19_twitter+pl(0),midterm+nm()>ukr_rus_twitter+nm(),0.50262345625,0.5
5,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid19_twitter+pl(3),yx8whxds,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_pl_3shot_27_04_2026_14_43_38,finished,covid19_twitter,pl,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid19_twitter_pl_3shot,3.0,2.0,12.0,False,0.5232833333333333,,0.5229493979118717,0.5339960556944445,/scratch1/eibl/data/covid19_twitter/graphs/retweet_graph_1p5m_hf03_labeled.pt,True,2026-04-27 21:43:43+00:00,0.0,1000.0,1.0,[],<Run eibl-usc/graph-clip/yx8whxds (finished)>,pl,3.0,covid19_twitter,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,3,0.5339960556944445,covid19_twitter,pl,covid19_twitter+pl(3),nan|covid19_twitter+pl(3),midterm+nm()>ukr_rus_twitter+nm(),0.5339960556944445,0.53
6,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid_political+nm(0),x4bhmo1l,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_nm_0shot_27_04_2026_14_38_25,finished,covid_political,nm,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_nm_0shot,0.0,3.0,12.0,True,0.3327222222222222,,0.32478811966731574,0.500026728425926,/scratch1/eibl/data/covid_political/graphs/retweet_graph.pt,True,2026-04-27 21:38:26+00:00,0.0,500.0,1.0,[],<Run eibl-usc/graph-clip/x4bhmo1l (finished)>,nm,0.0,covid_political,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,0,0.500026728425926,covid_political,nm,covid_political+nm(0),nan|covid_political+nm(0),midterm+nm()>ukr_rus_twitter+nm(),0.500026728425926,0.5
7,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid_political+nm(3),soz0ulkq,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_nm_3shot_27_04_2026_14_41_41,finished,covid_political,nm,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_nm_3shot,3.0,3.0,12.0,False,0.5387888888888889,,0.5274816248415485,0.7205928092592592,/scratch1/eibl/data/covid_political/graphs/retweet_graph.pt,True,2026-04-27 21:41:42+00:00,0.0,500.0,1.0,[],<Run eibl-usc/graph-clip/soz0ulkq (finished)>,nm,3.0,covid_political,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,3,0.7205928092592592,covid_political,nm,covid_political+nm(3),nan|covid_political+nm(3),midterm+nm()>ukr_rus_twitter+nm(),0.7205928092592592,0.72
8,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid_political+pl(0),rfhj2wa0,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_pl_0shot_27_04_2026_14_40_58,finished,covid_political,pl,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_pl_0shot,0.0,2.0,12.0,True,0.5002833333333333,,0.6667926163830946,0.6086681444444444,/scratch1/eibl/data/covid_political/graphs/retweet_graph.pt,True,2026-04-27 21:41:00+00:00,0.0,500.0,1.0,[],<Run eibl-usc/graph-clip/rfhj2wa0 (finished)>,pl,0.0,covid_political,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,0,0.6086681444444444,covid_political,pl,covid_political+pl(0),nan|covid_political+pl(0),midterm+nm()>ukr_rus_twitter+nm(),0.6086681444444444,0.61
9,/scratch1/singhama/data/experiments/exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38/checkpoint/state_dict_27000.ckpt,midterm+nm()>ukr_rus_twitter+nm()|covid_political+pl(3),g07kwhgi,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_pl_3shot_27_04_2026_14_44_52,finished,covid_political,pl,eval_exp2_midterm_nm_to_ukr_rus_nm_to_covid_political_pl_3shot,3.0,2.0,12.0,False,0.6360166666666667,,0.6518627154038673,0.6672461933333333,/scratch1/eibl/data/covid_political/graphs/retweet_graph.pt,True,2026-04-27 21:44:54+00:00,0.0,500.0,1.0,[],<Run eibl-usc/graph-clip/g07kwhgi (finished)>,pl,3.0,covid_political,exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,4/27,[],exp2_train2_midterm_nm_to_ukr_rus_nm_16_04_2026_10_32_38,3,0.6672461933333333,covid_political,pl,covid_political+pl(3),nan|covid_political+pl(3),midterm+nm()>ukr_rus_twitter+nm(),0.6672461933333333,0.67
