order,rung,added,source_count,ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference,target_mean
B,8,midterm,8,0.5976577351532567,0.7177848415229884,0.7133831159003832,0.7564917526340997,0.6826681034482759,0.6845855931034481,0.7473081454022987,0.6184584179597701,0.896892337643678,0.7128033380853555
B,9,twibot20,9,0.5954778357120051,0.7097363601692211,0.7098589067049809,0.7523615911238826,0.6748123402298849,0.6804852229885058,0.7345833859514688,0.6075851291666666,0.8867100102011495,0.7057345313608627
C,1,twibot20,1,0.5946286987867178,0.7045780706098341,0.7059804756226054,0.7511661549010218,0.6743609448275861,0.6774289908045977,0.7274558624840358,0.6029127449712645,0.8826025017241379,0.7023460494146446
C,2,midterm,2,0.5950528764846743,0.7076805647349935,0.7085514285121329,0.7505269166507025,0.6719119103448276,0.6747117425287356,0.7281214832535122,0.6050267860632185,0.8776717485632184,0.702139495237335
C,3,covid19_twitter,3,0.5952281905810983,0.7064948933588764,0.7095133657247765,0.7501713785280971,0.673255020689655,0.6773210551724138,0.7336474283365262,0.609740619683908,0.8839245021551724,0.7043662726922804
C,4,covid_political,4,0.5938340179916987,0.7001572734674328,0.7081278606800765,0.7494449148786718,0.671722096551724,0.6752066643678163,0.7294075035280972,0.6056512691091955,0.8802136268678161,0.7015294697158365
C,5,cp_hk_twitter,5,0.5941170825670496,0.7001813633939975,0.7081115547573434,0.7496548602011494,0.672580427586207,0.675435491954023,0.7298808863505748,0.605652529454023,0.8802781297413794,0.7017658140006385
C,6,facebook_page_reference,6,0.5950688706257984,0.7037081438856959,0.7078212869252876,0.7515650397828864,0.6751467839080459,0.6789486091954023,0.7332859256704981,0.6091175798850573,0.882584002729885,0.7041384714009509
C,7,ukr_rus_twitter,7,0.595238166746488,0.703253929980843,0.707978383636654,0.7523322090996168,0.6761690988505747,0.6763137425287357,0.7336163262771394,0.6128405091954024,0.8805568002873564,0.7042554629558678
C,8,election2020,8,0.5965087518358876,0.7032240356162196,0.7088280800925926,0.7531881008141761,0.6787736206896552,0.6765236850574713,0.7365569499521073,0.6182211080459771,0.8818904995689655,0.705968314630339
C,9,ukr_rus_suspended,9,0.5962276619572157,0.710338960105364,0.7111436503033207,0.7531621677203065,0.6766698689655172,0.6814622574712642,0.7379675553160921,0.6093235938218391,0.8895695084770114,0.7073183582375479
