seed,source_worktree,attempt,target,split,update,accuracy,accuracy_std,macro_f1,roc_auc,loss,aux_loss,metrics_sha256,scores_sha256,metrics_source_relpath,scores_source_relpath
1,prodigy-rq1-cache,pretrain,covid_political,test,250,0.12198893229166667,0.016625536394508835,0.1215934567448981,0.7797471797329254,2.887620449066162,0.0,01d9d351e67c4aa01a2ff87e9d37c3661cd6e04938d03e2aeaac139de8d2ac6a,8504387d6f3eb3137093c8c5ad51864c5a35a3847cf6c86de0c3f2f1727faf60,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step250.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step250.json
1,prodigy-rq1-cache,pretrain,covid_political,test,500,0.2248046875,0.043665777609901146,0.224819398291887,0.8467296931935453,2.644639253616333,0.0,18f8043bc330695ee21a4c81f7298adea697a39b1f971ada8fe27a220acd3ab5,a09d2c166169d568a86340ee46f298d981c35bf4f467da72b8ef8e4b7f6bfdeb,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step500.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step500.json
1,prodigy-rq1-cache,pretrain,covid_political,test,750,0.2513020833333333,0.05299463170532779,0.2512992408154575,0.8617567554287526,2.538792133331299,0.0,fba382a3b211019c4c8744089a6ccc572ebea4d83fceb13c6bbc1f09c20d97c7,ea309cb81bb5ee7cb3f4d41d412949a760cea733416bc3a69cb2efc18acd5ee0,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step750.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step750.json
1,prodigy-rq1-cache,pretrain,covid_political,test,1000,0.25139973958333334,0.05059870326039564,0.2514379756271249,0.8619887606850987,2.510286569595337,0.0,0005814166c80527aee386cebfcc12c0f4c28c11460be1058e2b37a6b0caea95,cc7d7914bafdc229f05a1644d44675b4881c63e8592f2a6fbe21612f19c1172f,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step1000.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step1000.json
1,prodigy-rq1-cache,pretrain,covid_political,test,1250,0.25486653645833335,0.0482469069917569,0.2549043037240904,0.8620227139571619,2.5171945095062256,0.0,f69dcdd71806648165eef8042c02a746a60605dce15917b037d2bb77ecd3975c,2b93e19d43e7081115584e6e556e83fbaf4a59cfe639ad528a816586ed5978fd,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step1250.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step1250.json
1,prodigy-rq1-cache,pretrain,covid_political,test,1500,0.255615234375,0.050195309861212366,0.25562871198096915,0.8625244679122136,2.55472731590271,0.0,6a8afdd4556ec0a8aa173a575b012be25eaa34daecfc786dd21df2de44f104c4,1bb33f7f23a06834593dae6a8d3046b8b962c31a71e59ff83a6c62e3c380602c,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step1500.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step1500.json
1,prodigy-rq1-cache,pretrain,covid_political,test,1750,0.26363932291666664,0.04657882370158678,0.2635673987135491,0.8646468372180547,2.5614514350891113,0.0,217441beb1e40af29bd65027a25377cf852060142d9a453acd54adadf5a1c569,c578775505ee7746e2226d3974b52ee5415109a41e25d6f150e61e99509643af,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step1750.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step1750.json
1,prodigy-rq1-cache,pretrain,covid_political,test,2000,0.2564778645833333,0.04884477797619887,0.2565052732393948,0.8641281771933896,2.580094575881958,0.0,2b9369965a78142d1aeeb352b08b7a67535782a322fd8a1c0f33f4d7ad071608,73f746b2d58b66c81351461a40a5085d9876c0d3297f6790d9d46d5ed2406f23,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step2000.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step2000.json
1,prodigy-rq1-cache,pretrain,covid_political,test,2250,0.2666015625,0.045981013189657784,0.26658658278780323,0.8665565070064587,2.4587087631225586,0.0,db76439d054029d59d2a6c8778f423704cc6ce7cf9287138e6fc2c6fcf628c6e,8d02e19e700ac8daefdddee794e2c78693571294e520af57dd485630e63885c6,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step2250.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step2250.json
1,prodigy-rq1-cache,pretrain,covid_political,test,2500,0.2699381510416667,0.04543631580645587,0.26992674842207964,0.8716173413156091,2.455228328704834,0.0,14bdd4bf6d90c7310329b4dc2c2662656f73be4d5fb25538ecb7a824201c5b33,1d0080ac931e57e9763f415204ac8265bd2e310588a2f0b21ff0ef0f364a2fc0,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/metrics_test_step2500.json,pretrain/rq1_loto_covid_political_pretrain_s1_20260828/data/scores_test_step2500.json
