condition,excluded,target,accuracy,roc_auc,run_dir
fixed_30way,covid_political,covid_political,0.8303333333333334,0.9040681831597221,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_covid_political_pl_3shot_31_08_2026_20_29_53
fixed_30way,covid_political,election2020,0.9765,0.987863,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_election2020_pl_3shot_31_08_2026_23_03_41
fixed_30way,covid_political,facebook_page_reference,0.1615,0.745903963523707,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_facebook_page_reference_pl_3shot_31_08_2026_23_06_08
fixed_30way,covid_political,twibot20,0.7385,0.8145120538194444,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_twibot20_pl_3shot_31_08_2026_23_08_35
fixed_30way,covid_political,ukr_rus_suspended,0.56225,0.5914008749999999,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_covid_political_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_09_27
fixed_30way,election2020,covid_political,0.9031875,0.9500157317708333,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_covid_political_pl_3shot_31_08_2026_23_03_29
fixed_30way,election2020,election2020,0.97275,0.9851997500000002,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_election2020_pl_3shot_31_08_2026_20_29_53
fixed_30way,election2020,facebook_page_reference,0.14779583333333332,0.7451846660470546,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_facebook_page_reference_pl_3shot_31_08_2026_23_05_56
fixed_30way,election2020,twibot20,0.7368541666666667,0.8154823090277779,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_twibot20_pl_3shot_31_08_2026_23_08_24
fixed_30way,election2020,ukr_rus_suspended,0.55075,0.5786813749999999,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_election2020_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_09_16
fixed_30way,facebook_page_reference,covid_political,0.9055625,0.9539480277777778,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_covid_political_pl_3shot_31_08_2026_23_03_40
fixed_30way,facebook_page_reference,election2020,0.97975,0.987244,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_election2020_pl_3shot_31_08_2026_23_04_19
fixed_30way,facebook_page_reference,facebook_page_reference,0.06534166666666667,0.578786377271911,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_facebook_page_reference_pl_3shot_31_08_2026_20_29_53
fixed_30way,facebook_page_reference,twibot20,0.7336458333333333,0.8154863324652778,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_twibot20_pl_3shot_31_08_2026_23_05_21
fixed_30way,facebook_page_reference,ukr_rus_suspended,0.553,0.56456025,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_facebook_page_reference_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_05_55
fixed_30way,twibot20,covid_political,0.895625,0.9511674270833335,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_covid_political_pl_3shot_31_08_2026_23_03_25
fixed_30way,twibot20,election2020,0.979,0.98790775,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_election2020_pl_3shot_31_08_2026_23_03_53
fixed_30way,twibot20,facebook_page_reference,0.15043333333333334,0.7419322506824712,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_facebook_page_reference_pl_3shot_31_08_2026_23_06_44
fixed_30way,twibot20,twibot20,0.5635208333333334,0.5879693550347223,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_twibot20_pl_3shot_31_08_2026_20_29_51
fixed_30way,twibot20,ukr_rus_suspended,0.555,0.5782858750000001,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_twibot20_to_ukr_rus_suspended_pl_3shot_31_08_2026_23_09_13
fixed_30way,ukr_rus_suspended,covid_political,0.8962708333333333,0.9487122092013889,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_covid_political_pl_3shot_31_08_2026_23_03_37
fixed_30way,ukr_rus_suspended,election2020,0.978,0.9885035,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_election2020_pl_3shot_31_08_2026_23_04_15
fixed_30way,ukr_rus_suspended,facebook_page_reference,0.158,0.7554473269306752,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_facebook_page_reference_pl_3shot_31_08_2026_23_07_09
fixed_30way,ukr_rus_suspended,twibot20,0.7387916666666666,0.8138142890625,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_INMIX_NM_MT_EXCL_ukr_rus_suspended_to_twibot20_pl_3shot_31_08_2026_23_09_34
fixed_30way,ukr_rus_suspended,ukr_rus_suspended,0.49025,0.48179349999999993,/dataMeR1/phil/gfm/prodigy-mtfast/log/eval_HELDOUT_NM_MT_to_ukr_rus_suspended_pl_3shot_31_08_2026_20_29_53
support_relation,covid_political,covid_political,0.8603333333333333,0.9099394539930555,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_covid_political_to_covid_political_pl_3shot_01_09_2026_00_50_16
support_relation,covid_political,election2020,0.97975,0.9867144999999999,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_covid_political_to_election2020_pl_3shot_01_09_2026_00_50_16
support_relation,covid_political,facebook_page_reference,0.12697083333333334,0.7354584747575432,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_covid_political_to_facebook_page_reference_pl_3shot_01_09_2026_00_51_07
support_relation,covid_political,twibot20,0.7363125,0.8138448185763889,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_covid_political_to_twibot20_pl_3shot_01_09_2026_00_51_07
support_relation,covid_political,ukr_rus_suspended,0.5505,0.572092375,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_covid_political_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_53_33
support_relation,election2020,covid_political,0.8879375,0.9495046328125001,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_election2020_to_covid_political_pl_3shot_01_09_2026_00_50_16
support_relation,election2020,election2020,0.967,0.9837816249999999,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_election2020_to_election2020_pl_3shot_01_09_2026_00_50_14
support_relation,election2020,facebook_page_reference,0.13712083333333333,0.7384520276580461,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_election2020_to_facebook_page_reference_pl_3shot_01_09_2026_00_50_51
support_relation,election2020,twibot20,0.7235208333333333,0.8000066206597222,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_election2020_to_twibot20_pl_3shot_01_09_2026_00_50_51
support_relation,election2020,ukr_rus_suspended,0.55,0.558657375,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_election2020_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_53_17
support_relation,facebook_page_reference,covid_political,0.9028333333333334,0.9539239913194444,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_facebook_page_reference_to_covid_political_pl_3shot_01_09_2026_00_50_16
support_relation,facebook_page_reference,election2020,0.9795,0.9875655000000001,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_facebook_page_reference_to_election2020_pl_3shot_01_09_2026_00_50_16
support_relation,facebook_page_reference,facebook_page_reference,0.05195416666666667,0.5494313007453304,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_facebook_page_reference_to_facebook_page_reference_pl_3shot_01_09_2026_00_51_08
support_relation,facebook_page_reference,twibot20,0.72075,0.79790646875,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_facebook_page_reference_to_twibot20_pl_3shot_01_09_2026_00_51_08
support_relation,facebook_page_reference,ukr_rus_suspended,0.55425,0.55700525,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_facebook_page_reference_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_53_33
support_relation,twibot20,covid_political,0.8991666666666667,0.9525340824652777,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_twibot20_to_covid_political_pl_3shot_01_09_2026_00_50_16
support_relation,twibot20,election2020,0.98025,0.985687125,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_twibot20_to_election2020_pl_3shot_01_09_2026_00_50_16
support_relation,twibot20,facebook_page_reference,0.11415833333333333,0.7198406046156609,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_twibot20_to_facebook_page_reference_pl_3shot_01_09_2026_00_50_48
support_relation,twibot20,twibot20,0.5263333333333333,0.5685976163194445,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_twibot20_to_twibot20_pl_3shot_01_09_2026_00_50_50
support_relation,twibot20,ukr_rus_suspended,0.559,0.570727625,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_twibot20_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_53_14
support_relation,ukr_rus_suspended,covid_political,0.90075,0.9509229244791666,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_ukr_rus_suspended_to_covid_political_pl_3shot_01_09_2026_00_50_16
support_relation,ukr_rus_suspended,election2020,0.979,0.987774,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_ukr_rus_suspended_to_election2020_pl_3shot_01_09_2026_00_50_16
support_relation,ukr_rus_suspended,facebook_page_reference,0.10900833333333333,0.7105623701329022,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_ukr_rus_suspended_to_facebook_page_reference_pl_3shot_01_09_2026_00_51_06
support_relation,ukr_rus_suspended,twibot20,0.7275833333333334,0.8125397126736111,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_ukr_rus_suspended_to_twibot20_pl_3shot_01_09_2026_00_51_08
support_relation,ukr_rus_suspended,ukr_rus_suspended,0.495,0.4913875,/dataMeR1/phil/gfm/prodigy-mtsupportrel/log/eval_SUPPORTREL_EXCL_ukr_rus_suspended_to_ukr_rus_suspended_pl_3shot_01_09_2026_00_53_33
variable_way,covid_political,covid_political,0.8605208333333333,0.9157905772569443,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_covid_political_pl_3shot_01_09_2026_00_37_37
variable_way,covid_political,election2020,0.977,0.9851949999999999,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_election2020_pl_3shot_01_09_2026_00_37_35
variable_way,covid_political,facebook_page_reference,0.12486666666666667,0.7353989668462645,/dataMeR1/phil/gfm/prodigy-mtvarway/log/eval_VARWAY_EXCL_covid_political_to_facebook_page_reference_pl_3shot_01_09_2026_00_38_19
