state,step,trial,action,validation_source,bce_before,bce_after,bce_delta,auc_before,auc_after,auc_delta_pp,first_order_bce_delta,update_norm,validation_gradient_update_cosine,preclip_norm
initial,0,0,A_task,A,0.07761823572218417,0.07721848413348197,-0.00039975158870220184,0.9897437653541565,0.9897692039012908,0.002543854713421556,-0.0006127660699706887,0.04973661478143843,-0.07164479567844231,0.1367589384317398
initial,0,0,A_task,B,0.37319627404212946,0.3729463338851929,-0.0002499401569365789,0.8960884220600128,0.8970864124298096,0.09979903697967529,-0.00021573355097076542,0.04973661478143843,-0.002561212659582305,0.1367589384317398
initial,0,0,B_task,A,0.07761823572218417,0.09509728960692883,0.01747905388474466,0.9897437653541565,0.9900425324440002,0.029876708984366562,-0.009427130676573324,0.1656350655540903,-0.3309736388398716,1.6763584613800049
initial,0,0,B_task,B,0.37319627404212946,0.2842010319232941,-0.08899524211883536,0.8960884220600128,0.8996698758602143,0.3581453800201473,-0.1338082530643871,0.1656350655540903,-0.47701802201881155,1.6763584613800049
initial,0,0,momentum_only,A,0.07761823572218417,0.0782757304608822,0.0006574947386980279,0.9897437653541565,0.9896670305728913,-0.007673478126524191,0.0005373839667563982,0.04610526872902685,0.06777980399092125,0.0
initial,0,0,momentum_only,B,0.37319627404212946,0.3822389349341393,0.009042660892009835,0.8960884220600128,0.8959998466968536,-0.008857536315920456,0.008976584752706757,0.04610526872902685,0.11496476299227042,0.0
initial,0,1,A_task,A,0.07761823572218417,0.07763124965131282,1.3013929128655177e-05,0.9897437653541565,0.9897094807624818,-0.003428459167476028,-9.671963626335259e-05,0.05022199293267461,-0.011199196723778587,0.10060767829418182
initial,0,1,A_task,B,0.37319627404212946,0.37629575133323667,0.003099477291107211,0.8960884220600128,0.8966556737422943,0.05672516822814444,0.0031652414514024073,0.05022199293267461,0.037214918506663655,0.10060767829418182
initial,0,1,B_task,A,0.07761823572218417,0.0945955965667963,0.016977360844612127,0.9897437653541565,0.9900276665687561,0.028390121459953566,-0.00931757264495937,0.16691274529178035,-0.32462312088280004,1.7230467796325684
initial,0,1,B_task,B,0.37319627404212946,0.28503182679414746,-0.088164447247982,0.8960884220600128,0.899095466375351,0.3007044315338159,-0.1340467571151114,0.16691274529178035,-0.4742102992176046,1.7230467796325684
initial,0,2,A_task,A,0.07761823572218417,0.07710625268518924,-0.0005119830369949285,0.9897437653541565,0.9899035704135895,0.01598050594329159,-0.0020488778466264505,0.05352444351016017,-0.22260251538734205,0.2358710616827011
initial,0,2,A_task,B,0.37319627404212946,0.35997333526611325,-0.013222938776016213,0.8960884220600128,0.899324544429779,0.32361223697662256,-0.013350066083439818,0.05352444351016017,-0.14727716823441522,0.2358710616827011
initial,0,2,B_task,A,0.07761823572218417,0.09450589902698994,0.016887663304805775,0.9897437653541565,0.9900219345092773,0.027816915512079987,-0.009314840930249375,0.16710957180045796,-0.32414570982181723,1.7195475101470947
initial,0,2,B_task,B,0.37319627404212946,0.284696863591671,-0.08849941045045845,0.8960884220600128,0.899016706943512,0.2928284883499166,-0.1340844719327859,0.16710957180045796,-0.47378502516734355,1.7195475101470947
initial,0,3,A_task,A,0.07761823572218417,0.0770207565277815,-0.0005974791944026725,0.9897437653541565,0.9898327250480653,0.008895969390876335,-0.001344621623794074,0.051141802391068934,-0.1528939225707527,0.18746033310890198
initial,0,3,A_task,B,0.37319627404212946,0.3646164298057556,-0.008579844236373868,0.8960884220600128,0.8980560765266419,0.1967654466629054,-0.008577385595496635,0.051141802391068934,-0.09903371589687712,0.18746033310890198
initial,0,3,B_task,A,0.07761823572218417,0.09472130872309208,0.01710307300090791,0.9897437653541565,0.9900317070484161,0.028794169425960803,-0.009359097326445503,0.16576815230640063,-0.32832127703318775,1.7203387022018433
initial,0,3,B_task,B,0.37319627404212946,0.28442900031805035,-0.08876727372407911,0.8960884220600128,0.8993490796089172,0.32606575489043665,-0.13365680837157864,0.16576815230640063,-0.4760955913287247,1.7203387022018433
initial,0,4,A_task,A,0.07761823572218417,0.07734394669532774,-0.00027428902685643075,0.9897437653541565,0.9897545490264894,0.0010783672332870253,-0.00041748312728618405,0.05001923646325127,-0.048536452575396766,0.1165517047047615
initial,0,4,A_task,B,0.37319627404212946,0.37477649599313734,0.0015802219510078763,0.8960884220600128,0.8973544535636901,0.1266031503677323,0.0016344094452222344,0.05001923646325127,0.019294253301308663,0.1165517047047615
initial,0,4,B_task,A,0.07761823572218417,0.09429228976368904,0.016674054041504877,0.9897437653541565,0.9900350997447968,0.029133439064021882,-0.009284511659828857,0.16816276540397607,-0.3210667905869289,1.6532378196716309
initial,0,4,B_task,B,0.37319627404212946,0.2845500200986862,-0.08864625394344328,0.8960884220600128,0.8987645931243896,0.26761710643767866,-0.13414136048965028,0.16816276540397607,-0.47101749288504396,1.6532378196716309
initial,0,5,A_task,A,0.07761823572218417,0.07692876458168031,-0.0006894711405038556,0.9897437653541565,0.9898515889644623,0.010782361030581278,-0.0013446459368329075,0.05110307476362703,-0.15301255739993042,0.17706657946109772
initial,0,5,A_task,B,0.37319627404212946,0.36615714281797407,-0.007039131224155393,0.8960884220600128,0.8983375434875489,0.22491214275360827,-0.007023880627538143,0.05110307476362703,-0.08115854657857216,0.17706657946109772
initial,0,5,B_task,A,0.07761823572218417,0.09436203688383103,0.016743801161646865,0.9897437653541565,0.9900236384868623,0.027987313270572134,-0.009266623860102022,0.1700111933199122,-0.31696417652617936,1.7314170598983765
initial,0,5,B_task,B,0.37319627404212946,0.28495687544345855,-0.08823939859867092,0.8960884220600128,0.8990658900737764,0.2977468013763529,-0.1349369479274508,0.1700111933199122,-0.46865962155855345,1.7314170598983765
initial,0,6,A_task,A,0.07761823572218417,0.07713442705571652,-0.0004838086664676472,0.9897437653541565,0.9898092648983002,0.006549954414369896,-0.0011790116727247294,0.052048922859223516,-0.13172630809705174,0.1675380915403366
initial,0,6,A_task,B,0.37319627404212946,0.3678606033325196,-0.005335670709609885,0.8960884220600128,0.898248558998108,0.21601369380951363,-0.005281404775004611,0.052048922859223516,-0.05991587110557737,0.1675380915403366
initial,0,6,B_task,A,0.07761823572218417,0.09546124674379824,0.017843011021614077,0.9897437653541565,0.9900556199550629,0.0311854600906325,-0.009493832234196168,0.16341866442418643,-0.33783610215560467,1.6996192932128906
initial,0,6,B_task,B,0.37319627404212946,0.28348338007926943,-0.08971289396286003,0.8960884220600128,0.900300543308258,0.4212121248245215,-0.13276463950899736,0.16341866442418643,-0.4797168067776946,1.6996192932128906
initial,0,7,A_task,A,0.07761823572218417,0.07722797505557538,-0.00039026066660878544,0.9897437653541565,0.9897837481498718,0.003998279571526542,-0.0006027501421873745,0.04921787021614797,-0.07121650658975644,0.13183879852294922
initial,0,7,A_task,B,0.37319627404212946,0.3722200050950051,-0.0009762689471243813,0.8960884220600128,0.8973553230762482,0.1266901016235389,-0.0009314336014751081,0.04921787021614797,-0.011174632636260215,0.13183879852294922
initial,0,7,B_task,A,0.07761823572218417,0.09469604343175889,0.01707780770957472,0.9897437653541565,0.9900553989410401,0.031163358688357512,-0.009400224563136318,0.1641639879025074,-0.33298640031261006,1.7001867294311523
initial,0,7,B_task,B,0.37319627404212946,0.2838950455188751,-0.08930122852325434,0.8960884220600128,0.899650958776474,0.35625367164612287,-0.13351189119456708,0.1641639879025074,-0.480226613703366,1.7001867294311523
rank0_best,4000,0,A_task,A,0.0863202128559351,0.08814282342791557,0.0018226105719804792,0.9874890720844269,0.9868695962429047,-0.061947584152222124,-0.0014640241991320745,0.05673755294417424,-0.231346910011607,0.2334522157907486
rank0_best,4000,0,A_task,B,0.16715295016765594,0.17177151069045066,0.004618560522794718,0.9632002804279327,0.9624585607051848,-0.07417197227479466,0.002585185893675247,0.05673755294417424,0.23505734248560642,0.2334522157907486
rank0_best,4000,0,B_task,A,0.0863202128559351,0.08687904179096223,0.0005588289350271364,0.9874890720844269,0.9870983426570892,-0.039072942733775484,-0.00137668569301457,0.05578288562082737,-0.22126864261625268,0.23062889277935028
