stream,occurrence_index,label,pred_b,pred_c,correct_b,correct_c,outcome,loss_b_raw,loss_c_raw,loss_b_cal,loss_c_cal,c_minus_b_loss,prob1_b_cal,prob1_c_cal,global_node_id,context_nodes,incoming,outgoing,center_context_cosine,raw_center_prediction,raw_context_prediction,episode_id
original,0,0,0,0,True,True,both_correct,0.02871488645996553,0.12088517914927163,0.04402090872112677,0.0917164914302478,0.04769558270912104,0.043066051001204725,0.08763622416884642,49173,76,2,6,0.8700823,0,0,0
original,1,1,1,1,True,True,both_correct,0.005730149228102825,0.0982012847302657,0.010781446595126833,0.07210763262535244,0.061326186030225605,0.9892764648901651,0.9304307457177234,28936,95,12,3,0.7473142,1,1,0
original,2,0,0,0,True,True,both_correct,0.006791455959061647,0.04406711709623205,0.012509007861693278,0.028613433244668928,0.01610442538297565,0.012431095430290102,0.02820794563204353,24280,92,11,4,0.8117669,0,0,1
original,3,1,1,1,True,True,both_correct,0.0006878681129728317,0.07215835685956645,0.0016837646513889744,0.0505081141054161,0.048824349454027124,0.9983176520850499,0.950746214186023,1825,88,1,13,0.7509677,1,1,1
original,4,0,0,0,True,True,both_correct,0.03258058005667343,0.30277120289824394,0.04913426835577682,0.26630640122404403,0.2171721328682672,0.04794670951360908,0.23379567441216856,45941,92,12,3,0.7136484,1,0,2
original,5,1,1,1,True,True,both_correct,0.2183205337972105,0.07882024114423539,0.25481064264599335,0.05592886142324785,-0.1988817812227455,0.7750632479923713,0.9456064025913873,69683,30,3,0,0.7069866,1,1,2
original,6,0,0,0,True,True,both_correct,0.01635399529122379,0.01669212992049972,0.026953447977329775,0.009387381903493556,-0.01756606607383622,0.02659344548638404,0.009343457984977299,6038,90,1,17,0.8409111,0,0,3
original,7,1,1,1,True,True,both_correct,0.005688052097367271,0.002726059201850226,0.010712125203992057,0.0011810801504044096,-0.009531045053587647,0.989345045287945,0.9988196170502461,63681,89,9,0,0.69081795,1,1,3
original,8,0,0,0,True,True,both_correct,0.0027289893233388538,0.15345703217883241,0.005632345406817523,0.12093666173797565,0.11530431633115813,0.005616513486986215,0.11390991877872485,17065,95,14,1,0.83461666,0,0,4
original,9,1,1,1,True,True,both_correct,0.009585284418251737,0.1979327195753925,0.016905715791904332,0.1625075300796686,0.14560181428776425,0.9832363839286308,0.850009689560618,12394,89,9,0,0.7517868,1,1,4
original,10,0,0,0,True,True,both_correct,0.002800780983478523,0.07577350519702067,0.0057618894157713905,0.053440177202428975,0.047678287786657586,0.005745321566928877,0.05203735091477063,42255,92,11,1,0.84759116,0,0,5
original,11,1,1,1,True,True,both_correct,0.029964647725589075,0.2207903550613876,0.045683628466596723,0.18450845017975856,0.13882482171316185,0.9553441580813254,0.8315129134361265,24539,55,2,4,0.815593,1,1,5
original,12,0,1,0,False,True,c_only,3.843338626207747,0.20610363519482044,3.3860168882241592,0.17032644621799561,-3.2156904420061636,0.9661567899200395,0.15661054964367088,59181,91,3,13,0.7765937,0,1,6
original,13,1,1,1,True,True,both_correct,0.02553457889504971,0.10927146718420659,0.039744589797623395,0.08159348963728794,0.04184889983966454,0.9610348659183342,0.9216465414251569,77585,60,6,0,0.85698134,0,1,6
original,14,0,0,0,True,True,both_correct,0.03121366155601654,0.0630838566352083,0.047336047945012845,0.04325412408518493,-0.0040819238598279114,0.046233167653289296,0.042332007360774075,57793,69,3,5,0.73501194,0,0,7
original,15,1,1,0,True,False,b_only,0.020260961781204057,0.8048700930373485,0.03248961326241656,0.8216195247444771,0.7891299114820605,0.9680325044786847,0.4397189418269643,8460,57,2,4,0.790974,1,1,7
original,16,0,0,0,True,True,both_correct,0.0032753100912634252,0.04720337425907866,0.006608203570920879,0.030969350672596017,0.024361147101675137,0.006586417409249218,0.030494712694366446,54662,97,17,1,0.8288713,0,0,8
original,17,1,1,1,True,True,both_correct,0.0039203156517370165,0.4237153901880839,0.007734407608872012,0.3933191343442704,0.3855847267353984,0.9922954259571227,0.6748133571004874,36285,95,14,2,0.6964726,1,1,8
original,18,0,0,0,True,True,both_correct,0.006718374615670611,0.5728000170914359,0.012391214190588987,0.5570593635398857,0.5446681493492967,0.012314759211851743,0.4271087458087629,11823,90,12,0,0.7765626,0,0,9
original,19,1,1,1,True,True,both_correct,0.008217914498119781,0.09220669033261832,0.014777973789964986,0.06704246648895268,0.0522644926989877,0.9853306845561308,0.9351554877233452,9272,98,17,0,0.8114705,1,1,9
original,20,0,0,1,True,False,b_only,0.0005962820802234513,2.0166861964130214,0.001485547765521566,2.250872738079325,2.2493871903138034,0.0014844448856341254,0.8946927212268104,43981,98,17,0,0.6998715,0,0,10
original,21,1,1,1,True,True,both_correct,0.009453353695625458,0.01043325178153785,0.016702212741320985,0.005480290094234756,-0.011221922647086229,0.9834364958932118,0.9945346993009452,56288,92,13,0,0.619914,0,1,10
original,22,0,0,0,True,True,both_correct,0.019805833300153612,0.018720655521647284,0.031852493827748726,0.010706191143201984,-0.021146302684546744,0.031350546685144184,0.010649083860994923,68422,86,5,4,0.81060594,1,0,11
original,23,1,1,1,True,True,both_correct,0.004571280386652591,0.01963650169827944,0.008847472590153333,0.011308797132531238,0.0024613245423779056,0.9911915511235818,0.9887549069487811,75975,90,9,0,0.6400372,1,1,11
original,24,0,0,0,True,True,both_correct,0.00215847933908644,0.1822161985318284,0.004586514285978616,0.1476194897192646,0.143032975433286,0.004576012291315173,0.13724065870950333,51067,94,13,0,0.84801155,0,0,12
original,25,1,1,1,True,True,both_correct,0.007576221991072182,0.5936448674804592,0.013764091596802407,0.580421182992567,0.5666570913957646,0.9863302004016161,0.5596625965504842,458,89,11,2,0.57586324,0,1,12
original,26,0,0,0,True,True,both_correct,0.0022759122522147783,0.055975754590179574,0.004804357178981687,0.03768632953269491,0.03288197235371322,0.004792834715092836,0.03698503712553838,20996,93,12,0,0.7386235,0,0,13
original,27,1,1,1,True,True,both_correct,0.008725664676761197,0.10913581014036973,0.015573018819461517,0.0814762548593808,0.06590323603991928,0.9845476136225388,0.9217545967865491,49087,96,15,0,0.784572,1,1,13
original,28,0,0,0,True,True,both_correct,0.00305426123561128,0.4094579255943502,0.006216030274557599,0.37802921815608975,0.37181318788153217,0.006196750726472835,0.3147895202133677,5816,97,5,13,0.8443674,0,0,14
original,29,1,0,0,False,False,both_wrong,5.578447790717279,2.060106641977484,4.896437636775249,2.3020234192313227,-2.5944142175439264,0.007473157810940787,0.10005618315309675,50499,91,10,0,0.84635955,0,0,14
original,30,0,0,0,True,True,both_correct,0.0011251523338636092,0.4298796677437182,0.0025917082782314768,0.39995269347111473,0.39736098519288326,0.0025883527018494596,0.32964824269967147,54095,91,12,0,0.6998238,0,0,15
original,31,1,1,1,True,True,both_correct,0.005011876202436011,0.18314642756499425,0.009589338373645182,0.14849494015083528,0.1389056017771901,0.9904564927179695,0.8620043687715495,27281,79,8,0,0.7820731,0,1,15
original,32,0,0,0,True,True,both_correct,0.003381643391553436,0.037135067152098536,0.006795658247089813,0.023500826150634098,0.016705167903544284,0.006772619977859096,0.023226832293261442,46316,95,15,0,0.8378458,0,0,16
original,33,1,1,1,True,True,both_correct,0.006619616519442114,0.24219273157504523,0.012231774134413297,0.2054522841566667,0.1932205100222534,0.9878427299331288,0.8142789476468881,58613,98,18,0,0.7850066,0,1,16
original,34,0,0,1,True,False,b_only,0.010130920561929803,0.9752688168982611,0.017743590211486523,1.0201977730382221,1.0024541828267357,0.01758709964977674,0.6394763687320855,58936,95,14,0,0.65329695,0,0,17
original,35,1,1,1,True,True,both_correct,0.0061964439044800675,0.015619934191576304,0.011545081565569862,0.00869973601600298,-0.0028453455495668824,0.9885213071552628,0.9913379971851249,33538,94,15,0,0.85916185,1,1,17
original,36,0,0,1,True,False,b_only,0.09403452439965,1.0563742847466093,0.12319755455986602,1.1154622373257896,0.9922646827659236,0.11591101050354365,0.6722362607556749,77654,94,13,1,0.83452356,0,0,18
original,37,1,1,1,True,True,both_correct,0.01337418350991925,0.19544323418705192,0.022614164556658958,0.16013578327884645,0.1375216187221875,0.9776396190283598,0.852028089943671,32952,70,7,0,0.7992496,0,1,18
original,38,0,0,0,True,True,both_correct,0.017209109933630395,0.20798596201221767,0.02817877792871343,0.17213502937522646,0.14395625144651303,0.027785459238282243,0.15813451107767768,58737,89,9,0,0.70268613,0,0,19
original,39,1,1,1,True,True,both_correct,0.004623760377125855,0.11726114334189593,0.008936296395952482,0.08853963081745223,0.07960333442149975,0.9911035136277057,0.9152668372442814,78114,92,13,0,0.82035553,1,1,19
original,40,0,0,0,True,True,both_correct,0.01144944688560147,0.28935170577090225,0.019744975884106546,0.2526417994647744,0.23289682358066785,0.019551320515737516,0.22325393714608488,58132,93,13,0,0.82556105,1,0,20
original,41,1,1,1,True,True,both_correct,0.014141504788351907,0.22664123699873154,0.023742644640422465,0.1902022595488196,0.16645961490839714,0.9765369944511388,0.826791890475903,45447,96,15,0,0.873538,1,1,20
original,42,0,0,0,True,True,both_correct,0.0242374041365965,0.04084988826782703,0.037980281275020664,0.02622376975860313,-0.011756511516417534,0.03726807544991883,0.025882912726976407,72660,95,15,0,0.81489265,0,0,21
original,43,1,1,0,True,False,b_only,0.00230014633557491,1.4200516908543228,0.004849135243011833,1.5453481777726763,1.5404990425296645,0.9951626028324544,0.21323761369886723,41355,97,16,0,0.76719916,0,1,21
original,44,0,0,0,True,True,both_correct,0.003426757156863923,0.24838612850992756,0.006874964086293385,0.21157088601840243,0.20469592193210906,0.006851385585424187,0.19068808987960273,52250,90,8,1,0.7073225,0,0,22
original,45,1,1,1,True,True,both_correct,0.017177458263488432,0.5955594324686075,0.02813356780332753,0.5825717565629076,0.5544381887595801,0.9722584956966042,0.5584602942451992,74080,89,9,0,0.7921668,1,1,22
original,46,0,0,0,True,True,both_correct,0.015127507979928465,0.3496455283304206,0.02518110628997949,0.3147620162453502,0.2895809099553707,0.024866706737547494,0.27003742716664453,26531,97,17,0,0.85677946,0,0,23
original,47,1,1,1,True,True,both_correct,0.0029388165587556888,0.08083369339105138,0.006009808335850731,0.057582116540513026,0.0515723082046623,0.994008214439716,0.9440443655460404,1789,95,14,0,0.626918,1,1,23
original,48,0,0,0,True,True,both_correct,0.005465743327081597,0.016507763523717505,0.01034495479223497,0.009268659149157053,-0.001076295643077917,0.010291629787407568,0.009225837529733698,74058,98,17,0,0.8108229,0,0,24
original,49,1,1,0,True,False,b_only,0.013147626018549687,1.8616399904523286,0.022279377420880462,2.0679607950965435,2.045681417675663,0.9779669749904628,0.12644336291100772,52258,94,13,0,0.7745394,1,1,24
original,50,0,0,0,True,True,both_correct,0.003262232418220312,0.014465389546206929,0.0065850965842052,0.007967095044687926,0.0013819984604827255,0.00656346234958292,0.007935441860053209,65410,94,12,1,0.8508806,0,0,25
original,51,1,1,0,True,False,b_only,0.0024321087373691736,1.254396007526146,0.00509194869630019,1.3492012841807015,1.3441093354844014,0.9949209932984869,0.2594474026558564,39081,92,3,12,0.8306514,1,1,25
original,52,0,0,0,True,True,both_correct,0.01107425424533294,0.38809980265749444,0.019178661797973867,0.35526889349555063,0.3360902316975768,0.018995921367478467,0.2990150724231097,11793,95,14,0,0.8145743,1,0,26
original,53,1,1,1,True,True,both_correct,0.003245165978737158,0.030682098230323394,0.006554924305422129,0.018872409678154393,0.012317485372732265,0.9934665123467845,0.9813045592202143,52750,96,14,2,0.86164576,1,1,26
original,54,0,0,0,True,True,both_correct,0.008262319681143698,0.18459135475095692,0.014847750555394062,0.14985624195461472,0.13500849139922066,0.014738066233283869,0.1391682809843205,5635,99,18,0,0.6649447,0,0,27
original,55,1,1,1,True,True,both_correct,0.0050353643743434725,0.37245204164076384,0.009628649171137645,0.3387097846260909,0.32908113545495327,0.9904175578486446,0.7126892524568647,808,95,2,16,0.7124754,1,1,27
original,56,0,0,0,True,True,both_correct,0.005210700043432786,0.15132855700209766,0.009921372508227824,0.11899294660029897,0.10907157409207115,0.009872318055210674,0.11218593715268896,107,95,14,3,0.7091577,0,0,28
original,57,1,1,1,True,True,both_correct,0.0027524127363026244,0.028528583429094458,0.005674658076612683,0.017359350973218016,0.011684692896605332,0.9943414123830399,0.9827904544656266,14129,92,14,3,0.8308544,1,1,28
original,58,0,0,0,True,True,both_correct,0.04414781217429761,0.4629920554888717,0.06398321749119042,0.43580999214799493,0.3718267746568045,0.061979258260006,0.35325939994623295,49181,70,7,0,0.8183008,1,0,29
