protocol,model_id,target,invocation_id,legacy_test_only,sources,holdout,seed,flags,checkpoint,checkpoint_sha256,checkpoint_step,training_steps,training_revision,evaluation_revision,fingerprint,roc_auc,accuracy,loss,episodes,seconds,arm,rung,training_seed
nmi_fixed_nm_v1,nmi_baseline_r1_s0,covid,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,0.9596192777841941,0.5399251302083333,1.438370281131938,512,16.800058603286743,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,covid_political,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,80ff3be516bcf9fbf3765b171391e11c2774f216c2dc1f9229730bb14c6a9430,0.8353252941164477,0.14495442708333334,2.663316489662975,512,12.345400094985962,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,cp_hk,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,4278f7c2844ec542d84faf69d80ce4fd71b19ea034cc5f19e587646af6f8c3f1,0.7146705894634643,0.11243489583333334,3.059769031126052,512,16.30583119392395,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,election2020,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,0.8347588746027015,0.14109700520833332,2.6061733067035675,512,18.350608587265015,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,facebook_page_reference,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,2b2147b016aa8bcdfcced44d992756567bcbe4a0f6a41126e6c9ec72d69b5c60,0.8804908581163692,0.3190104166666667,2.399179939646274,512,6.686806678771973,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,midterm,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,d73156bc7f6f84b398accbb21acf038e3e6178e1692c34abb3a03ac1c363ad39,0.8602815358118078,0.21232096354166666,2.4599695436190814,512,8.270047664642334,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,twibot20,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,d942b5c2f89723cb8461531e7a9b4e584607bd0b29d424149521619cbdf422f2,0.9021455705850973,0.29658203125,2.161085836123675,512,18.02176284790039,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,ukr_rus,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,7f6d097f7cd770b4fd740f9bdd1f27513c6cfcc14080370c271e1577d84b9991,0.913072216784817,0.4156087239583333,1.9642294032964855,512,16.978655338287354,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r1_s0,ukr_rus_suspended,1788930838379443629_2097125,True,ukr_rus,twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r1_s0_20260904_023439_017/checkpoint/state_dict_6000.ckpt,91354ee298059c84246d7908c85dad7779c2631657e315ecd0026bdc83b3e722,6000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,ce75f3dd7de99f8703ec3c9f26b92a2680172c76f7d488490cac90f3c549b090,0.8228014391044092,0.18333333333333332,2.71599390078336,512,8.557565450668335,baseline,1,0
nmi_fixed_nm_v1,nmi_baseline_r2_s0,covid,1788930838379443629_2097125,True,"ukr_rus,covid",twibot20,0,[],/dataMeR1/phil/gfm/prodigy-nmi-overnight/log/production/train_20260904_023434/state/nmi_baseline_r2_s0_20260904_023439_034/checkpoint/state_dict_10000.ckpt,ef1cd5106731d5d37749baa6e838fcd7a5ae7d133566bd1f3d2c5fd07f0c43a6,10000,10000,6260524ef6a5833ea1628712e901904db5fb5b75,db9eb0f7809aa6b56c92da9f3f316c5656b926b3,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,0.96164721058703,0.56640625,1.454347008606419,512,16.637934684753418,baseline,2,0
