graph,label,label_name,source_endpoint_count,destination_endpoint_count,same_label_rate_by_source_class,same_label_rate_by_destination_class
twibot20,0,human,1685,4465,0.9459940652818991,0.3569988801791713
twibot20,1,bot,3264,484,0.12040441176470588,0.8119834710743802
election2020,0,non_conservative,122348,116446,0.9164514336155883,0.9629012589526476
election2020,1,conservative,177652,183554,0.9756827955778713,0.94431066607102
covid_political,0,non_conservative,108895,106232,0.9342026722990037,0.9576210558023948
covid_political,1,conservative,72033,74696,0.937500867657879,0.9040778622683946
ukr_rus_suspended,0,non_suspended,74883,75538,0.34229397860662636,0.33932590219492176
ukr_rus_suspended,1,suspended,147323,146668,0.6612477345696192,0.6642007799929092
facebook_page_reference,0,MEDIA_NEWS_COMPANY,5856,13619,0.2969603825136612,0.12768925765474703
facebook_page_reference,1,NEWS_SITE,5319,7006,0.15134423763865387,0.11490151298886668
facebook_page_reference,2,NON_PROFIT,7475,8907,0.42167224080267557,0.3538789715953744
facebook_page_reference,3,COMMUNITY,12083,3566,0.08176777290408012,0.2770611329220415
facebook_page_reference,4,POLITICIAN,7184,11563,0.2559855233853007,0.15904177116665225
facebook_page_reference,5,ACTIVITY_GENERAL,6063,4343,0.09368299521688933,0.13078517154040986
facebook_page_reference,6,POLITICAL_PARTY,8921,4394,0.2282255352538953,0.4633591260810196
facebook_page_reference,7,POLITICAL_ORGANIZATION,7460,4241,0.14557640750670242,0.2560716812072624
facebook_page_reference,8,RELIGIOUS_ORGANIZATION,4038,2565,0.4304110946012878,0.6775828460038986
facebook_page_reference,9,GOVERNMENT_ORGANIZATION,6674,12449,0.6983817800419538,0.3744075829383886
facebook_page_reference,10,PERSON,3445,3962,0.08388969521044992,0.0729429581019687
facebook_page_reference,11,PERSONAL_BLOG,3256,1119,0.05896805896805897,0.17158176943699732
facebook_page_reference,12,TOPIC_NEWSPAPER,644,1044,0.055900621118012424,0.034482758620689655
facebook_page_reference,13,COMMUNITY_ORGANIZATION,2369,1127,0.06458421274799493,0.13575865128660158
facebook_page_reference,14,LOCAL,1411,1167,0.03047484053862509,0.03684661525278492
facebook_page_reference,15,BANDS_MUSICIANS,1051,1224,0.2825880114176974,0.2426470588235294
facebook_page_reference,16,BROADCASTING_MEDIA_PRODUCTION,1142,2621,0.12609457092819615,0.05494086226631057
facebook_page_reference,17,RADIO_STATION,1186,751,0.04468802698145025,0.07057256990679095
facebook_page_reference,18,JOURNALIST,1432,1030,0.037011173184357544,0.05145631067961165
facebook_page_reference,19,TV_CHANNEL,911,1960,0.13611416026344675,0.06326530612244897
facebook_page_reference,20,CHARITY_ORGANIZATION,916,1584,0.19759825327510916,0.11426767676767677
facebook_page_reference,21,NGO,1429,1126,0.10916724982505248,0.13854351687388988
facebook_page_reference,22,MAGAZINE,544,426,0.03860294117647059,0.04929577464788732
facebook_page_reference,23,ENTERTAINMENT_SITE,624,423,0.049679487179487176,0.07328605200945626
facebook_page_reference,24,MEDIA,684,928,0.043859649122807015,0.032327586206896554
facebook_page_reference,25,UNIVERSITY,568,549,0.43485915492957744,0.44990892531876137
facebook_page_reference,26,NEWS_PERSONALITY,810,688,0.044444444444444446,0.05232558139534884
facebook_page_reference,27,ARTIST,623,586,0.0449438202247191,0.04778156996587031
facebook_page_reference,28,BLOGGER,1043,547,0.019175455417066157,0.03656307129798903
facebook_page_reference,29,TOPIC_JUST_FOR_FUN,632,278,0.05379746835443038,0.1223021582733813
