target,model_id,endpoint,target_in_training,mixture_size,donors,training_steps,training_seed,eval_episodes,episode_fingerprint,roc_auc,accuracy,f1,checkpoint
covid_political,labmix500_k1_bot,heldout,False,1,twibot20,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.905603462962963,0.7315833333333334,0.6304921417919008,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_bot_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_cp,target_only,True,1,covid_political,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8912428703703704,0.8836666666666667,0.7732293697205977,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_cp_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_elec,heldout,False,1,election2020,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.7456265555555557,0.666,0.546092865232163,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_elec_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_fb,heldout,False,1,facebook_page_reference,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.7287871666666667,0.5450833333333334,0.47544921687325836,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_fb_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_susp,heldout,False,1,ukr_rus_suspended,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8795424629629629,0.8203333333333334,0.7013850415512466,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_susp_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_elec-bot,heldout,False,2,"election2020,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.909311462962963,0.8675,0.7638146167557932,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-bot_16_08_2026_11_41_28/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_elec-fb,heldout,False,2,"election2020,facebook_page_reference",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8293993703703703,0.6969166666666666,0.5749678625686573,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-fb_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_elec-susp,heldout,False,2,"election2020,ukr_rus_suspended",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.9069526296296297,0.8974166666666666,0.7996093114113625,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-susp_16_08_2026_11_36_13/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_fb-bot,heldout,False,2,"facebook_page_reference,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.929431351851852,0.866,0.7713310580204779,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_fb-bot_16_08_2026_11_47_49/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_fb-susp,heldout,False,2,"facebook_page_reference,ukr_rus_suspended",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8851481851851852,0.7811666666666667,0.6747584840227892,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_fb-susp_16_08_2026_11_47_49/checkpoint/state_dict_500.ckpt
