target,model_id,endpoint,target_in_training,mixture_size,donors,training_steps,training_seed,eval_episodes,episode_fingerprint,roc_auc,accuracy,f1,checkpoint
covid_political,labmix500_k1_elec,heldout,False,1,election2020,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.7456265555555557,0.666,0.546092865232163,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_elec_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_fb,heldout,False,1,facebook_page_reference,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.7287871666666667,0.5450833333333334,0.47544921687325836,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_fb_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_susp,heldout,False,1,ukr_rus_suspended,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8795424629629629,0.8203333333333334,0.7013850415512466,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_susp_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k1_bot,heldout,False,1,twibot20,500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.905603462962963,0.7315833333333334,0.6304921417919008,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_bot_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_elec-fb,heldout,False,2,"election2020,facebook_page_reference",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8293993703703703,0.6969166666666666,0.5749678625686573,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-fb_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_elec-susp,heldout,False,2,"election2020,ukr_rus_suspended",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.9069526296296297,0.8974166666666666,0.7996093114113625,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-susp_16_08_2026_11_36_13/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_elec-bot,heldout,False,2,"election2020,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.909311462962963,0.8675,0.7638146167557932,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-bot_16_08_2026_11_41_28/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_fb-susp,heldout,False,2,"facebook_page_reference,ukr_rus_suspended",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8851481851851852,0.7811666666666667,0.6747584840227892,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_fb-susp_16_08_2026_11_47_49/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_fb-bot,heldout,False,2,"facebook_page_reference,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.929431351851852,0.866,0.7713310580204779,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_fb-bot_16_08_2026_11_47_49/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k2_susp-bot,heldout,False,2,"ukr_rus_suspended,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.9103347592592592,0.8668333333333333,0.7612787570959068,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_susp-bot_16_08_2026_11_52_41/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k3_elec-fb-susp,heldout,False,3,"election2020,facebook_page_reference,ukr_rus_suspended",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.9234925740740741,0.8778333333333334,0.7828791469194313,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k3_elec-fb-susp_16_08_2026_12_08_26/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k3_elec-fb-bot,heldout,False,3,"election2020,facebook_page_reference,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8216863703703704,0.7388333333333333,0.6086413586413586,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k3_elec-fb-bot_16_08_2026_12_13_22/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k3_elec-susp-bot,heldout,False,3,"election2020,ukr_rus_suspended,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.9187606481481482,0.87175,0.7721012883163039,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k3_elec-susp-bot_16_08_2026_12_13_33/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k3_fb-susp-bot,heldout,False,3,"facebook_page_reference,ukr_rus_suspended,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.8980072407407408,0.8078333333333333,0.6952959830866807,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k3_fb-susp-bot_16_08_2026_12_18_33/checkpoint/state_dict_500.ckpt
covid_political,labmix500_k4_elec-fb-susp-bot,heldout,False,4,"election2020,facebook_page_reference,ukr_rus_suspended,twibot20",500,0,500,f826f1068862e5f6f7779292e63de32b80f58869d5cad4488d3459eabc907f89,0.9031184444444446,0.83025,0.7193054981397271,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k4_elec-fb-susp-bot_16_08_2026_12_29_15/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k1_cp,heldout,False,1,covid_political,500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.675103625,0.6215,0.6237574552683897,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_cp_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k1_elec,heldout,False,1,election2020,500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.6272342500000001,0.58975,0.5959123368628416,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_elec_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k1_susp,heldout,False,1,ukr_rus_suspended,500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.624460875,0.5925,0.5981262327416174,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_susp_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k1_bot,heldout,False,1,twibot20,500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.7195951249999999,0.6575,0.6580129805292062,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k1_bot_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k2_cp-elec,heldout,False,2,"covid_political,election2020",500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.6309723749999999,0.5965,0.5907707910750507,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_cp-elec_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k2_cp-susp,heldout,False,2,"covid_political,ukr_rus_suspended",500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.591897875,0.5705,0.577263779527559,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_cp-susp_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k2_cp-bot,heldout,False,2,"covid_political,twibot20",500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.716289,0.6485,0.6462003019627579,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_cp-bot_16_08_2026_10_12_39/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k2_elec-susp,heldout,False,2,"election2020,ukr_rus_suspended",500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.576029125,0.5575,0.5618811881188119,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-susp_16_08_2026_11_36_13/checkpoint/state_dict_500.ckpt
facebook_page_reference,labmix500_k2_elec-bot,heldout,False,2,"election2020,twibot20",500,0,500,732a0ec6bf32a87109be11c4c66437a006372e47c1f59bc6e04c825c9acc8a29,0.717308875,0.6565,0.6585487077534792,/dataMeR1/phil/gfm/prodigy-mixdiv2k/state/labmix500_k2_elec-bot_16_08_2026_11_41_28/checkpoint/state_dict_500.ckpt
